S0,Tom0,Economics,22,
S1,Harry1,Biology,22,
S2,Bob2,Comp.sci,27,
S3,Min3,Physics,22,
S4,Min4,Comp.sci,22,
S5,Adam5,Biology,24,
S6,Harry6,Physics,20,
S7,Bob7,English,27,
S8,Bob8,Biology,27,
S9,Tom9,Comp.sci,24,
S10,Adam10,Biology,24,
S11,Bob11,Economics,28,
S12,Harry12,Economics,23,
S13,Tom13,Biology,21,
S14,Min14,Physics,28,
S15,Max15,Economics,29,
S16,Tom16,Economics,23,
S17,Min17,Physics,24,
S18,Harry18,Economics,27,
S19,Min19,Economics,26,
S20,Adam20,Comp.sci,22,
S21,Adam21,English,25,
S22,Bob22,English,29,
S23,Adam23,Physics,25,
S24,Max24,Economics,26,
S25,Harry25,Physics,24,
S26,Tom26,English,25,
S27,Adam27,Biology,27,
S28,Tom28,Biology,23,
S29,Adam29,Biology,28,
S30,Bob30,Comp.sci,27,
S31,Bob31,Biology,24,
S32,Harry32,English,27,
S33,Harry33,Physics,29,
S34,Harry34,Biology,27,
S35,Max35,Comp.sci,20,
S36,Tom36,Biology,24,
S37,Min37,English,20,
S38,Max38,Biology,22,
S39,Tom39,Biology,26,
S40,Adam40,English,22,
S41,Adam41,Economics,25,
S42,Harry42,English,27,
S43,Adam43,Comp.sci,23,
S44,Max44,English,26,
S45,Max45,English,22,
S46,Bob46,Physics,24,
S47,Harry47,English,28,
S48,Bob48,English,22,
S49,Harry49,Biology,22,
S50,Tom50,Comp.sci,27,
S51,Min51,Biology,25,
S52,Min52,Economics,27,
S53,Bob53,Comp.sci,28,
S54,Harry54,Biology,20,
S55,Harry55,Economics,25,
S56,Max56,Comp.sci,23,
S57,Harry57,Economics,21,
S58,Adam58,Economics,27,
S59,Min59,Comp.sci,28,
S60,Harry60,Physics,28,
S61,Max61,Biology,24,
S62,Adam62,Biology,29,
S63,Min63,Physics,25,
S64,Adam64,Biology,25,
S65,Max65,Economics,24,
S66,Bob66,Comp.sci,29,
S67,Harry67,Comp.sci,25,
S68,Max68,Economics,21,
S69,Max69,Physics,28,
S70,Min70,English,24,
S71,Tom71,Physics,27,
S72,Adam72,Physics,20,
S73,Harry73,Physics,26,
S74,Harry74,Physics,26,
S75,Min75,Physics,23,
S76,Max76,Economics,28,
S77,Max77,English,20,
S78,Harry78,Physics,27,
S79,Harry79,Economics,22,
S80,Min80,English,22,
S81,Tom81,Economics,27,
S82,Bob82,Comp.sci,27,
S83,Tom83,Economics,28,
S84,Harry84,English,27,
S85,Tom85,Biology,28,
S86,Max86,Biology,25,
S87,Bob87,Comp.sci,20,
S88,Adam88,Physics,21,
S89,Min89,Biology,26,
S90,Max90,Biology,26,
S91,Bob91,English,21,
S92,Harry92,Comp.sci,26,
S93,Min93,Biology,25,
S94,Harry94,Economics,28,
S95,Adam95,Economics,26,
S96,Max96,Biology,28,
S97,Max97,Economics,22,
S98,Tom98,English,28,
S99,Tom99,Economics,22,
S100,Tom100,Comp.sci,27,
S101,Min101,Comp.sci,25,
S102,Adam102,Economics,27,
S103,Tom103,English,27,
S104,Adam104,English,24,
S105,Max105,Economics,29,
S106,Harry106,Economics,25,
S107,Harry107,Comp.sci,22,
S108,Max108,Physics,21,
S109,Adam109,Biology,22,
S110,Min110,English,26,
S111,Bob111,Economics,22,
S112,Bob112,Biology,24,
S113,Min113,English,21,
S114,Max114,English,22,
S115,Bob115,Comp.sci,20,
S116,Min116,English,28,
S117,Min117,Economics,25,
S118,Max118,Economics,25,
S119,Harry119,Physics,28,
S120,Tom120,English,23,
S121,Harry121,English,24,
S122,Bob122,Biology,27,
S123,Min123,English,21,
S124,Harry124,Comp.sci,28,
S125,Tom125,Comp.sci,25,
S126,Harry126,English,28,
S127,Bob127,Economics,26,
S128,Min128,Physics,28,
S129,Bob129,Physics,20,
S130,Bob130,Biology,24,
S131,Adam131,Economics,29,
S132,Tom132,Economics,24,
S133,Bob133,Physics,29,
S134,Min134,Physics,27,
S135,Harry135,English,23,
S136,Harry136,Biology,21,
S137,Adam137,English,26,
S138,Tom138,English,23,
S139,Min139,English,20,
S140,Bob140,English,24,
S141,Tom141,Biology,28,
S142,Adam142,Economics,29,
S143,Max143,Biology,20,
S144,Min144,Physics,29,
S145,Max145,Biology,25,
S146,Min146,Economics,28,
S147,Max147,Comp.sci,27,
S148,Max148,Economics,24,
S149,Adam149,Comp.sci,29,
S150,Max150,Comp.sci,25,
S151,Max151,Comp.sci,20,
S152,Bob152,Biology,20,
S153,Adam153,Comp.sci,25,
S154,Max154,Comp.sci,27,
S155,Adam155,Comp.sci,24,
S156,Min156,Biology,27,
S157,Max157,Comp.sci,27,
S158,Max158,Economics,21,
S159,Max159,Economics,27,
S160,Bob160,Physics,28,
S161,Harry161,Comp.sci,28,
S162,Tom162,Economics,21,
S163,Adam163,English,20,
S164,Harry164,English,26,
S165,Adam165,English,27,
S166,Harry166,Physics,22,
S167,Harry167,Comp.sci,21,
S168,Adam168,Biology,22,
S169,Bob169,Economics,20,
S170,Max170,Biology,29,
S171,Adam171,English,29,
S172,Bob172,Biology,23,
S173,Adam173,English,21,
S174,Max174,Physics,24,
S175,Min175,Economics,29,
S176,Max176,Economics,22,
S177,Tom177,English,21,
S178,Max178,Physics,24,
S179,Min179,English,27,
S180,Harry180,Physics,29,
S181,Max181,Economics,27,
S182,Bob182,Biology,21,
S183,Harry183,Economics,25,
S184,Bob184,Physics,25,
S185,Bob185,English,24,
S186,Tom186,Physics,20,
S187,Tom187,Economics,29,
S188,Adam188,Comp.sci,21,
S189,Bob189,Economics,26,
S190,Harry190,Biology,24,
S191,Harry191,English,21,
S192,Max192,Comp.sci,28,
S193,Max193,Physics,23,
S194,Bob194,Comp.sci,24,
S195,Min195,English,21,
S196,Bob196,English,25,
S197,Max197,Biology,24,
S198,Tom198,Physics,29,
S199,Bob199,Biology,23,
S200,Tom200,Comp.sci,20,
S201,Harry201,Biology,20,
S202,Max202,Biology,29,
S203,Max203,Comp.sci,25,
S204,Max204,Physics,21,
S205,Adam205,Physics,20,
S206,Bob206,English,28,
S207,Bob207,Physics,22,
S208,Adam208,Physics,28,
S209,Tom209,English,29,
S210,Bob210,English,26,
S211,Harry211,Comp.sci,26,
S212,Bob212,Physics,23,
S213,Max213,Economics,29,
S214,Adam214,Economics,25,
S215,Min215,Comp.sci,26,
S216,Bob216,Economics,20,
S217,Adam217,Economics,20,
S218,Bob218,English,20,
S219,Max219,Economics,22,
